,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
53,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
54,candidate_1,candidate_4,candidate_3,candidate_2,0,5,0.028000000000000004
55,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
56,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
57,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
58,candidate_1,candidate_4,0,candidate_2,candidate_5,5,0.028000000000000004
59,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
60,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
61,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
62,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
63,candidate_1,candidate_4,candidate_3,0,candidate_5,5,0.028000000000000004
64,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
65,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
66,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
67,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
68,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
69,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
70,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
71,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
72,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
73,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
74,candidate_1,candidate_4,candidate_3,candidate_2,candidate_5,5,0.028000000000000004
0,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
1,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
2,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
3,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
4,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
5,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
6,candidate_1,candidate_4,0,candidate_5,candidate_2,5,0.028000000000000004
7,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
8,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
9,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
10,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
11,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
12,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
13,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
14,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
15,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
16,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
17,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
18,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
19,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
20,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
21,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
22,candidate_1,candidate_4,candidate_3,candidate_5,candidate_2,5,0.028000000000000004
0,candidate_1,candidate_4,candidate_5,candidate_2,candidate_3,5,0.028000000000000004
1,candidate_1,candidate_4,candidate_5,candidate_2,candidate_3,5,0.028000000000000004
2,candidate_1,candidate_4,candidate_5,candidate_2,candidate_3,5,0.028000000000000004
3,candidate_1,candidate_4,candidate_5,candidate_2,candidate_3,5,0.028000000000000004
4,candidate_1,candidate_4,candidate_5,candidate_2,candidate_3,5,0.028000000000000004
0,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
1,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
2,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
3,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
4,0,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
5,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
6,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
7,candidate_1,candidate_4,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
8,candidate_1,0,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
9,candidate_1,0,candidate_5,candidate_3,candidate_2,5,0.028000000000000004
0,0,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
1,candidate_1,0,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
2,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
3,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
4,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
5,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
6,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
7,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
8,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
9,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
10,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
11,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
12,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
13,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
14,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
15,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
16,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
17,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
18,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
19,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
20,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
21,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
22,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
23,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
24,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
25,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
26,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
27,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
28,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
29,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
30,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
31,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
32,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
33,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
34,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
35,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
36,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
37,candidate_1,0,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
38,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
39,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
40,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
41,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
42,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
43,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
44,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
45,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
46,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
47,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
48,candidate_1,0,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
49,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
50,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
51,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
52,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
53,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
54,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
55,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
56,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
57,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
58,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
59,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
60,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
61,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
62,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
63,0,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
64,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
65,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
66,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
67,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
68,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
69,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
70,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
71,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
72,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
73,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
74,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
75,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
76,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
77,candidate_1,candidate_5,candidate_2,0,candidate_4,5,0.028000000000000004
78,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
79,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
80,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
81,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
82,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
83,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
84,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
85,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
86,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
87,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
88,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
89,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
90,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
91,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
92,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
93,candidate_1,candidate_5,0,candidate_3,candidate_4,5,0.028000000000000004
94,candidate_1,candidate_5,candidate_2,candidate_3,candidate_4,5,0.028000000000000004
0,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
1,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
2,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
3,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
4,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
5,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
6,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
7,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
8,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
9,candidate_1,candidate_5,0,candidate_4,candidate_3,5,0.028000000000000004
10,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
11,candidate_1,0,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
12,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
13,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
14,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
15,0,candidate_5,candidate_2,0,candidate_3,5,0.028000000000000004
16,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
17,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
18,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
19,candidate_1,candidate_5,candidate_2,candidate_4,0,5,0.028000000000000004
20,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
21,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
22,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
23,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
24,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
25,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
26,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
27,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
28,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
29,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
30,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
31,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
32,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
33,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
34,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
35,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
36,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
37,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
38,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
39,candidate_1,candidate_5,candidate_2,candidate_4,0,5,0.028000000000000004
40,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
41,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
42,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
43,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
44,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
45,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
46,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
47,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
48,candidate_1,candidate_5,candidate_2,candidate_4,candidate_3,5,0.028000000000000004
